1.40577793121,f
1.60920190811,f
2.02436304092,f
2.21367502213,f
2.65196609497,b
3.56608986855,b
4.63568997383,b
5.46242904663,f
5.6520960331,f
5.92503905296,f
6.11337089539,f
6.58485507965,b
7.40016102791,b
8.39868187904,b
9.24775695801,f
9.44620990753,f
9.77376699448,f
9.97137999535,f
10.4341340065,b
11.3386740685,b
12.2984938622,b
13.0757949352,f
13.2606930733,f
13.6145370007,f
13.8089768887,f
14.2285900116,b
15.1388049126,b
16.1976110935,b
16.9909570217,f
17.1679410934,f
17.4383518696,f
17.6374940872,f
18.0036280155,b
19.0141000748,b
19.9721930027,b
20.7761969566,f
20.9602949619,f
21.2711360455,f
21.4646310806,f
21.5600000000,u
23.7572729588,v
24.6653950214,f
24.8814229965,f
25.124311924,f
25.318762064,f
25.7609529495,b
26.6321930885,b
27.4090259075,b
28.4635839462,f
28.6512138844,f
28.8000000000,u
28.9726610184,f
29.1725878716,f
29.649132967,b
30.4740359783,b
31.2720119953,b
31.5700000000,v
32.2796158791,f
32.4620130062,f
32.8076300621,f
32.9856369495,f
33.3941249847,b
34.3479778767,b
35.3517990112,b
36.0735039711,f
36.2663090229,f
36.6266410351,f
36.8047969341,f
37.2655079365,b
38.1451430321,b
38.9886260033,b
39.9728550911,f
40.1633498669,f
40.4777309895,f
40.6581208706,f
41.0783939362,b
42.0336959362,b
42.2000000000,s
42.7762229443,s
43.2000000000,s
43.6500000000,s
43.6657838821,f
43.8392169476,f
44.1354649067,f
44.3308038712,f
44.984910965,b
45.8041369915,b
46.6041369915,b
